Node,Authority
254,0.0106973831
856,0.0043498086
1782,0.0159076439
2122,0.0005931697
4637,0.0000000000
4814,0.0000000000
255,0.0075566856
3235,0.0116038105
3299,0.0074831726
256,0.0361768020
699,0.0160761051
1149,0.0367770401
1988,0.0040029779
2167,0.0128492413
2363,0.0120223205
4620,0.0000000000
4831,0.0000000000
257,0.0189248729
3992,0.0128647122
4580,0.0135519811
4668,0.0040802724
4978,0.0000000000
258,0.0095367001
1061,0.0088450629
3812,0.0000000000
3866,0.0005133000
259,0.0042004795
3326,0.0010784368
3869,0.0055733065
260,0.0114702583
1298,0.0040002238
1397,0.0067452026
2324,0.0034005012
3301,0.0025714989
3744,0.0081035502
4754,0.0015651307
261,0.0037447371
288,0.0072953179
820,0.0129072224
2573,0.0204135668
262,0.0140685473
1762,0.0072652790
4939,0.0000000000
263,0.0290600535
1563,0.0060566927
1688,0.0035114192
2230,0.0146402172
3177,0.0101587402
3317,0.0201520038
3473,0.0024025079
264,0.0092839979
4777,0.0000000000
265,0.0071789000
598,0.0060693899
822,0.0082790162
266,0.0061350160
729,0.0034681741
267,0.0059489377
697,0.0082058955
2121,0.0117521190
3989,0.0008285270
4067,0.0129995034
268,0.0228613712
1545,0.0261010984
2244,0.0000000000
2574,0.0063006391
4034,0.0000000000
4213,0.0000000000
4329,0.0003438659
1485,0.0156423756
2694,0.0000000000
4618,0.0006274797
4623,0.0024633616
270,0.0066071965
685,0.0071263512
3755,0.0000000000
4842,0.0000000000
272,0.0077059455
2181,0.0002014107
4091,0.0053744484
4492,0.0040380175
273,0.0019463968
631,0.0103065689
274,0.0114303008
930,0.0134787636
1264,0.0114184964
3545,0.0000000000
1852,0.0106586907
276,0.0182425362
601,0.0210632786
1411,0.0041055013
4312,0.0000000000
4625,0.0000000000
4912,0.0000000000
3663,0.0005094863
3948,0.0018988034
1156,0.0265440070
3541,0.0077106845
3676,0.0075806986
3892,0.0095945826
279,0.0732862996
1102,0.0139902727
1372,0.0032368573
2443,0.0112159628
2534,0.0402190306
2972,0.0026390305
4925,0.0059581937
280,0.0076320609
912,0.0276139987
2603,0.0090512689
2696,0.0020130089
2810,0.0032974660
3974,0.0011076322
281,0.0015576342
1488,0.0203760759
4289,0.0000000000
282,0.0076942741
2274,0.0303408924
2870,0.0040146703
4171,0.0000000000
283,0.0231889928
424,0.0080261721
3003,0.0010447688
4371,0.0000000000
284,0.0074535404
4110,0.0013410209
4248,0.0065308743
285,0.0074622512
1548,0.0064729883
2346,0.0229301090
2439,0.0079018119
286,0.0282473986
1208,0.0049657733
3250,0.0049915535
4017,0.0207168267
287,0.0014234539
688,0.0004107890
2964,0.0006764770
3947,0.0000000000
4681,0.0015800116
289,0.0241825907
2337,0.0034534239
3481,0.0000000000
3725,0.0114978354
4421,0.0118098430
4429,0.0000000000
290,0.0076741952
1112,0.0248831158
1157,0.0188261867
4069,0.0002263168
4194,0.0000000000
4422,0.0000000000
291,0.0396796415
385,0.0330358153
1888,0.0010009771
3754,0.0000000000
292,0.0184269388
1323,0.0098450091
1517,0.0059985233
2321,0.0058687205
318,0.0181214033
1965,0.0124726213
3052,0.0000000000
1022,0.0060506118
1854,0.0201977743
1908,0.0075570447
3485,0.0136225185
3547,0.0197656694
3634,0.0009317891
4688,0.0000000000
4972,0.0000000000
295,0.0079475013
1090,0.0033785136
3454,0.0037533383
4398,0.0000000000
296,0.0098753511
819,0.0165369672
1853,0.0000000000
2225,0.0062180118
4506,0.0000000000
297,0.0412281347
